# hoi4-vanilla-facts-v1
salt	Operation Postern v1.19.2.0.a729
version	1.19.2.0
steam_previous_version	1.19.1.0
checksum	ddb150ad2658facfa661e056d8b1d245
rule	common	.txt
rule	common	.lua
rule	events	.txt
rule	history	.txt
rule	map	.txt
rule	map	.map
rule	map	.bmp
rule	map	.csv
file	common/ideas/pakistan.txt	a48b3e0fd300125e3cb8093d4c4fa20e	03851698
file	common/ideas/panama.txt	09fc530ce79c64d9502b912edf3916c7	03851698
file	common/ideas/papua_new_guinea.txt	bfa5bd481c68a33dec89dce79520413b	03851698
file	common/ideas/paraguay.txt	87a6b9d0b2e272794302425c33e8f516	e27d52ff
file	common/ideas/paraguay_uruguay_shared_ideas.txt	dbbc9d2a92ca2658de6a5e052222fb20	deb72688
file	common/ideas/persia.txt	93561444e7e5c45e14dae603dfc811e5	216b3dc1
file	common/ideas/peru.txt	871911cafdbf80526ea014708d8258ce	9680e5de
file	common/ideas/philippines.txt	20efcb2ad9872b3e00ff73d10b703d42	138e8119
file	common/ideas/poland.txt	0b8dc273c7b8eee0f91fe977adf29753	4dd853ff
file	common/ideas/portugal.txt	541edcec8b4bf283f10a209d91012a88	3fa305bd
file	common/ideas/prussia.txt	29b3e509bb716c3790915647b3a11494	b3a4a7d1
file	common/ideas/puerto_rico.txt	4376ce49d71701147019454db5e5ca1e	03851698
file	common/ideas/qatar.txt	d3f6403d362dd658bef8c17421645f93	49a5c4f6
file	common/ideas/republic_of_congo.txt	da2b17d9d5a447e5f7b76b2029ffcd47	60f8b14e
file	common/ideas/romania.txt	34e3fc568f515033c5f655d40213b3c4	8998058d
file	common/ideas/rwanda.txt	fbcd73ce76e01ef990de441736c84512	03851698
file	common/ideas/samoa.txt	eec520040f17513b14e983e22fd92a96	497f2f29
file	common/ideas/saudi_arabia.txt	da7f99ba1f9b2df819183425565dcd35	03851698
file	common/ideas/saxony.txt	64d295cf91831ae67c899763830984e4	b480cb63
file	common/ideas/schleswig_holstein.txt	1ff17b1f3226757b5bfc2a19a170f23b	b3a4a721
file	common/ideas/scotland.txt	e652b9d98a5abe4d18adf2c35f397063	03851698
file	common/ideas/senegal.txt	1b558e739f541c4977e391889c9d418a	03851698
file	common/ideas/serbia.txt	63d0464bec3d68190f33b39b6aa12d22	03851698
file	common/ideas/shanxi.txt	83316f98005c1df40b31e705e8656489	03851698
file	common/ideas/siam.txt	6c2540fa7b70a32d8dded28f1dad87ce	392d2c35
file	common/ideas/sierra_leone.txt	b446f4c802f5d32f63fba5727c7ef5f2	03851698
file	common/ideas/sinkiang.txt	8e83d9efded56a7888f1fdcd9f500d7e	def0f3a0
file	common/ideas/slovakia.txt	f8cb8a2bd6a8c3e9eba0318aa13993e8	20a3ff7f
file	common/ideas/slovenia.txt	03d7d92f8aab21ff4accca38ad0a7115	5f90ba7b
file	common/ideas/solomon_islands.txt	c11a89005dc946382cecedb7a15593c0	03851698
file	common/ideas/somalia.txt	76ef78b063870ab4036e31fc780a6823	63f05af6
file	common/ideas/south_africa.txt	020a660a327d6486efb60d1d50d093c9	3f704cec
file	common/ideas/spain_nationalist.txt	12bcfd768fcbcf92f379a70de5ada853	c8cda173
file	common/ideas/spain_republic.txt	3fa8cf4dd11d65bd0b31d30d50d3238c	8407ce1e
file	common/ideas/sri_lanka.txt	aedb6a6c79801fb5515b9e3f8781157c	4bfffa93
file	common/ideas/sudan.txt	fe6275bed19db8d04e6b2b616d9e3869	03851698
file	common/ideas/suriname.txt	32e7fb78161437d38978969abfb4b8ac	65a8797c
file	common/ideas/sweden.txt	b5543ca7c52d084c214e05ec1c283d49	00a3ece1
file	common/ideas/switzerland.txt	329d68d1bf74127ed08126f8515e1255	91cc9e27
file	common/ideas/tahiti.txt	5e932f97d66a1c669b58e5b358bc94e1	03851698
file	common/ideas/tajikistan.txt	845895a2ea22d4fbecb11f1ffef94db9	492fd660
file	common/ideas/tannu_tuva.txt	456e4a54f11fb0b0499013fef0687a32	481bc28d
file	common/ideas/tanzania.txt	80b96ff309d3befacb94ecdf58127d59	03851698
file	common/ideas/tibet.txt	051ef3bc8d92b1c7fa028b941d4c6870	b022773b
file	common/ideas/togo.txt	0aa61f9c2c47865d496ec3c7b873ad77	03851698
file	common/ideas/transylvania.txt	50776e6ccf3430735952c3343dbeb69e	03851698
file	common/ideas/trinidad_and_tobago.txt	30937f42449f870ba43bf56b5148d98e	63f05bbe
file	common/ideas/tunisia.txt	a30bc428923b0ffcf452ba728cebbf55	03851698
file	common/ideas/turkey.txt	1e23057a64684877b700d39c3b95cc56	554bcaab
file	common/ideas/turkmenistan.txt	c0a2623dfa9f6690daf1e488a3d3c46c	4c777fc0
file	common/ideas/uganda.txt	8c2f306adc6e7945f2145068b67bb704	03851698
file	common/ideas/united_arab_emirates.txt	99aef718ef4828568785c32e35bbfc73	03851698
file	common/ideas/upper_volta.txt	6eb1af0d941af04a6f852a4a187dccc1	03851698
file	common/ideas/uruguay.txt	bdbe7e8206a0c0cf25295663651f88c5	d013c423
file	common/ideas/usa.txt	e634c20ecf72cf4d817b8fab16944096	d47f1cde
file	common/ideas/uzbekistan.txt	dff97786615dc129c4bda05c28995e67	4bfffc73
file	common/ideas/venezuela.txt	18e33dff242319f552d05ece4a4c81c2	d3a9b636
file	common/ideas/vichy_france.txt	37937088d90e2c54098ff9e09a9f40b7	ff4115ca
file	common/ideas/wales.txt	32e90b21035b63c2472094d817889566	03851698
file	common/ideas/western_sahara.txt	cfa227a3b6276834e67c05d48484d87d	63f05aa6
file	common/ideas/wurtemberg.txt	4118d77b273eb4243d04c62247b21353	b7988a43
file	common/ideas/xibei_san_ma.txt	580b66705ae45f8439066e6a5159897e	03851698
file	common/ideas/yemen.txt	cd2ec81d795c7251c22de24e2273b5aa	03991dc0
file	common/ideas/yugoslavia.txt	85b1ed7dd634e5756575f0ca6769de48	dc488a34
file	common/ideas/yunnan.txt	e691cec8cccc6793aaeac46e5874166c	03851698
file	common/ideas/zambia.txt	f84d04a72932290b727d01604ae2546f	03851698
file	common/ideas/zimbabwe.txt	18e0b6ce011b680e2e0a2b54fc8227f6	03851698
file	common/ideas/zzz_generic.txt	ca97de1ce2ed98946461033a55c4726e	f7454e86
file	common/ideologies/00_ideologies.txt	630c317600a1b60aeb9af56eabb51e9d	cb4e2876
file	common/intelligence_agencies/00_intelligence_agencies.txt	d3a04d173667dbb07111ffa6039ace83	efc4b241
file	common/intelligence_agency_upgrades/intelligence_agency_upgrades.txt	1a68e8e744967e50cb3020b1c35cd89e	75537e0f
file	common/medals/00_medals.txt	8a06815350800626a1de74d1236548b3	fa95eddd
file	common/military_industrial_organization/ai_bonus_weights/ai_bonus_weights.txt	460a9673869e5f14f313443a6a6c0fca	7fe2627a
file	common/military_industrial_organization/organizations/00_DEBUG_organization.txt	a00d382253aeb8839a4fb797468e354b	5b54f95d
file	common/military_industrial_organization/organizations/00_generic_organization.txt	c0e5fa9a78844561a13000cee527c52b	9be4d471
file	common/military_industrial_organization/organizations/AFG_organization.txt	a04e87ac6a7b4298e8c78fe13313cd0e	c90f4459
file	common/military_industrial_organization/organizations/ARG_organization.txt	9a536c28f8aeb6b14270ae90f8f48175	d83ff051
file	common/military_industrial_organization/organizations/AST_organization.txt	c03edb79036e1a308b979142fddc7c92	ad5bffea
file	common/military_industrial_organization/organizations/AUS_organization.txt	6c5baac9a08eadd07feaaa31ff54ea5b	0de57446
file	common/military_industrial_organization/organizations/BEL_organization.txt	ef775d5fd4d3dd5b4182ee01595344dc	4b758f85
file	common/military_industrial_organization/organizations/BRA_organization.txt	aab054aac2e67e525651f053afb6626a	4117f731
file	common/military_industrial_organization/organizations/BUL_organization.txt	37eb9e3191ee530d78d71dffb0ebc84d	ffd0538b
file	common/military_industrial_organization/organizations/CAN_organization.txt	4371f4bcd2c5e64690dac7f0bd612f49	679e8c50
file	common/military_industrial_organization/organizations/CHI_organization.txt	d0066df139baae1d7be3e71f9c709475	f44229b8
file	common/military_industrial_organization/organizations/CHL_organization.txt	26998d70685961b0d842e4d50d670f8c	56a19e04
file	common/military_industrial_organization/organizations/COG_organization.txt	3b78c8f4f6bc37fce38c5a95033396da	287b7d24
file	common/military_industrial_organization/organizations/CZE_organization.txt	30c3e277d7220bb57700c698f0cc4be6	7beeee51
file	common/military_industrial_organization/organizations/DEN_organization.txt	0f7d657014a92cda6d4b8513a6eced44	6c0639f7
file	common/military_industrial_organization/organizations/ENG_organization.txt	3a41ae2381e7ab5a807bd979b744efad	12be93ee
file	common/military_industrial_organization/organizations/EST_organization.txt	badc54405d2bcd92d69a1c7b30e7075a	d8ad820f
file	common/military_industrial_organization/organizations/ETH_organization.txt	9ac10c6e653e526fd40908db2c6d519e	2ce9a920
file	common/military_industrial_organization/organizations/FIN_organization.txt	bdda6eeef7c7642f597f5c30709a0bb9	6cb26067
file	common/military_industrial_organization/organizations/FRA_organization.txt	b820bfefa78af062a7f0a4464b378d83	285e30d4
file	common/military_industrial_organization/organizations/GER_organization.txt	72759e6fa140cbb4acc18e3a8fa58406	0f16d80d
file	common/military_industrial_organization/organizations/GRE_organization.txt	2baef98d27e82bc8f7f1f1a28c9291e2	eec2f77f
file	common/military_industrial_organization/organizations/HOL_organization.txt	688591269bf6bd8f8377c1796f650d18	18202a76
file	common/military_industrial_organization/organizations/HUN_organization.txt	9c503bc9af38ec71990564b08ce4e849	a8dbd40b
file	common/military_industrial_organization/organizations/INS_organization.txt	eb71593b183fd384f7d0543410370581	32118c4a
file	common/military_industrial_organization/organizations/IRQ_organization.txt	b20c0560d4fac7ccb156d501fe36aade	1a330854
file	common/military_industrial_organization/organizations/ITA_organization.txt	aaaf72448d6cfc6dc36e8a6a39355966	78c43442
file	common/military_industrial_organization/organizations/JAP_organization.txt	62097a97b7151bfaaee8795ac0cd865b	f55cc368
file	common/military_industrial_organization/organizations/LAT_organization.txt	b56f844b3ac70279febc8feac9b0892c	cbac98a2
file	common/military_industrial_organization/organizations/LIT_organization.txt	605fe42c76d7c82ee1fc4a9a5b616c08	970910bb
file	common/military_industrial_organization/organizations/MAN_organization.txt	9dd7e9a1fc630fc893c801c9da3f12bf	3e8099f0
file	common/military_industrial_organization/organizations/MEX_organization.txt	78b9bf4b03788a9cfae17bb81429d04a	b79e4297
file	common/military_industrial_organization/organizations/NOR_organization.txt	54830e56eed7ccb1388175446722f6e6	934b012f
file	common/military_industrial_organization/organizations/NZL_organization.txt	4456b84ff22f7730217fc4e6064eed4d	c94b9cfb
file	common/military_industrial_organization/organizations/PER_organization.txt	4ce3ea442af27d2806dec0cd36eb6ddd	16ace4b5
file	common/military_industrial_organization/organizations/PHI_organization.txt	98bf7fd6f3a6185b0a803994974bacb3	1aa633b8
file	common/military_industrial_organization/organizations/POL_organization.txt	5432fe8f74cf54bff1e0d3d95555b4ac	0ff08804
file	common/military_industrial_organization/organizations/POR_organization.txt	475c6ea620e646bab818ea1d05c27eeb	19381f02
file	common/military_industrial_organization/organizations/PRC_organization.txt	cb44242ede1b620a69cb065358febd52	61107f9c
file	common/military_industrial_organization/organizations/RAJ_GOE_organization .txt	efd9c61dcfd861d3bba465b210c8216a	bdb26b4c
file	common/military_industrial_organization/organizations/RAJ_organization.txt	52ce07d0074c2dad33c3739746e845e2	907ce938
file	common/military_industrial_organization/organizations/ROM_organization.txt	2dd428c274845e1881acb56a950aa1f4	d349c7d8
file	common/military_industrial_organization/organizations/SAF_organization.txt	283c79616e73d3213ee59b550d4dc547	aed34b12
file	common/military_industrial_organization/organizations/SIA_organization.txt	503599182ecbcc12563076b6f8d2c5b9	813b49d3
file	common/military_industrial_organization/organizations/SLO_organization.txt	50818270d9ea1ee24af80bb7868fe441	d7d891a9
file	common/military_industrial_organization/organizations/SOV_organization.txt	53f7a490b2949126a1c91fb582af4aea	49dbc637
file	common/military_industrial_organization/organizations/SPR_organization.txt	ac3a7f0a96dc31eedacfe0612bb096c6	4f79ca34
file	common/military_industrial_organization/organizations/SWE_organization.txt	7d64543c5ddc2543d92b14d09f9d33c0	d89151ff
file	common/military_industrial_organization/organizations/SWI_organization.txt	02a7385d3a8f02e11fa880058f98573d	b232cd17
file	common/military_industrial_organization/organizations/TUR_organization.txt	160839816d4559ea7f79801a980dd247	000fc966
file	common/military_industrial_organization/organizations/USA_organization.txt	b1ed1348d345da9a2eb00cec5f0664ba	e3459164
file	common/military_industrial_organization/organizations/YUG_organization.txt	c3eb17d1e11adc091db30c93662e70bc	d17569c7
file	common/military_industrial_organization/organizations/_template_organization.txt	9af2e411cf1f8950d3c6661bf46c1521	6404e38c
file	common/military_industrial_organization/organizations/baltic_organization.txt	f6cb5f1ec24097e4848c02cb925c1152	310531b2
file	common/military_industrial_organization/organizations/mio.txt	8b41536a682a69c1fb206d9f671f1d5c	70eb1e12
file	common/military_industrial_organization/policies/_air_policies.txt	635e6f307506966d0201e9bb460469fe	60d4c833
file	common/military_industrial_organization/policies/_general_policies.txt	632e52cac415df9e8cfd2df1b5f996b0	4d3939e0
file	common/military_industrial_organization/policies/_land_policies.txt	3fc4ce6670bf26008b09610f30e9e539	915bcf76
file	common/military_industrial_organization/policies/_navy_policies.txt	fd6d8c08b265460b2d52c1d7ba635408	311d403f
file	common/modifier_definitions/lar_operation_modifiers_pre_definition.txt	65e3896f95bbdc2c6ced2f2ecec6d2bc	93aa84e6
file	common/modifier_definitions/modifier_definitions.txt	93afdb66d1dcf6a5ff7cbb1357bd102e	be1edce8
file	common/modifiers/00_static_modifiers.txt	52004c6543454a7a50ab69be5d14d3d3	3c1ff0a9
file	common/modifiers/01_event_modifiers.txt	cdef5318144199ad82d1792bd7f25d96	00000000
file	common/modifiers/AAT_power_balance_modifiers.txt	d3d95db23041040d2d47c1593e558426	241252aa
file	common/modifiers/BBA_power_balance_modifiers.txt	59023cde19a63f8e13e6b577d106ec7c	c5284c88
file	common/modifiers/MUN_power_balance_modifiers.txt	b0ba2390064eb387182580d6e7f935d6	1fa9b922
file	common/mtth/mtth_variables.txt	3f7ed9156d50b80ee54fa1ac9c0f8730	3f75492e
file	common/names/00_names.txt	c7c4d75b612b7927722cbc34b23c40aa	3571585d
file	common/national_focus/00_titlebar_styles.txt	1192848298434ce1f54dad93d1615ef3	bf67a95b
file	common/national_focus/TSR_lingguang_incident_joint_branch.txt	2a26381b8e9c1aaed58d7667e3105435	ac26b17e
file	common/national_focus/abdacom_shared_branch.txt	15df4121d6f7908f97853f87cd75eef2	9c23f65e
file	common/national_focus/afghanistan.txt	648470f099bdad000dac62c22ac85e71	5a6ecc83
file	common/national_focus/argentina.txt	b1ab92879770cf082f36ef7e4dc18813	56907338
file	common/national_focus/australia.txt	89033426748b99458da66a18ebc7ef84	ee002017
file	common/national_focus/australia_taog.txt	b55c49041a4ba32b17f07b69e1891bed	dc5c474c
file	common/national_focus/austria.txt	da38d15ab286feda2eb99354ef13ab1c	5e3aacf9
file	common/national_focus/austro_hungarian_releasable_shared.txt	719a3f6d2982913c3f9c839668793e55	ed62024f
file	common/national_focus/baltic_shared.txt	2cc97b5402bd02943dd799d921870a8f	7f1a7ea8
file	common/national_focus/belgium.txt	f0e77e8c5fe3efeb57bcaa1b44c4a997	0d64b985
file	common/national_focus/brazil.txt	536231194ef903db5ac77113a00b811d	638f02f4
file	common/national_focus/bulgaria.txt	2613764eac636f29137bc62ce2862a15	aec33357
file	common/national_focus/canada.txt	1a21ab1866b3cfef4a2a636e84e6eef7	cce771f9
file	common/national_focus/chile.txt	e1001bd6a2a0424ad6147268d0d37ccf	414c692e
file	common/national_focus/china_communist.txt	19f8c704d2aa52b212b1fb8f01c2e4cd	1cd5efde
file	common/national_focus/china_communist_sea.txt	e329f04c51fe3bdfd6347afb8f3321c3	85fe436e
file	common/national_focus/china_communist_warlord_TSR.txt	64ca405acf904a6e257e2d1fbbd2b6f5	2303020c
file	common/national_focus/china_nationalist.txt	df2edf76ecda848e2ea731a5806662d0	d66b1a0a
file	common/national_focus/china_nationalist_sea.txt	90531d2ece3a3e021683a47a525be0d9	fc2264bb
file	common/national_focus/china_nationalist_warlord_TSR.txt	3df29d12e0a95d2317a222424a6063b9	6659e674
file	common/national_focus/china_shared.txt	303051212fd3045d503f5e0711f3f453	1bde6887
file	common/national_focus/china_shared_TSR.txt	43706e7c25b78abdbb9d7e0d149daf48	16ba3f70
file	common/national_focus/china_warlord.txt	7bbb3d01d00edd62e7fa76a1f422d19c	f2f44a88
file	common/national_focus/china_warlord_sea.txt	29bd6d5032ddc196dc807421d150a2c0	c54546f8
file	common/national_focus/congo.txt	239a2086a716e0474624fd444dbba920	9fb78f50
file	common/national_focus/congo_shared.txt	5b7dce2cac1371c12b2026aebb18b259	526f75a2
file	common/national_focus/czechoslovakia.txt	d06afa4d5611791df082a283618b0485	a4ebfaee
file	common/national_focus/czechoslovakia_mu.txt	1828c27a7506fc59bc500ccb7856c246	5845b9c9
file	common/national_focus/denmark.txt	ccbc3dcbf6b905e78c3aaf6027791fcb	a8acdb17
file	common/national_focus/estonia.txt	cdf97fb7971ebaa702274e6578a87a76	d04a22f9
file	common/national_focus/ethiopia.txt	916c5dbe832abd538e0d030a07911a7a	ba36b303
file	common/national_focus/finland.txt	fcb32b38550a73af5d4f56f5aeeab4f0	bf4534bb
file	common/national_focus/france.txt	09abd07b42fb72a237ef2e59fe5e2c15	e0389c99
file	common/national_focus/free_france.txt	2175c08485b4a5b577053c77de1e8d6b	7e92b64e
file	common/national_focus/generic.txt	a70d51a8c6d95b4d3b293dee62658c3b	97489c2f
file	common/national_focus/germany.txt	6756689be7016fe9b679638ed2700434	a1a2d1de
file	common/national_focus/goe_shared_saadabad_branch.txt	e92f573d617d2bf331d70f4f5f96ff5e	1513cbd7
file	common/national_focus/greece.txt	c784a1b0a3671b7fd103ef6532a204c1	d0657394
file	common/national_focus/habsburg_joint.txt	42a27a3507cedac557f27005d63f637c	62c0d08e
file	common/national_focus/horn_of_africa.txt	eae3b9cfb8387f157279b265061f06ef	92378560
file	common/national_focus/hungary.txt	cf21fb65a0c069e63e7514645bde4636	fd8a5a64
file	common/national_focus/hungary_wuw.txt	b32fc3c906c7f78dc03a5ab8684db465	318fb23f
file	common/national_focus/iceland.txt	a2073948e95d3d328ef330d3a0def4fd	cc93ad75
file	common/national_focus/india.txt	d41e1e250776fe014cf282faa51d243c	47d3b748
file	common/national_focus/india_goe.txt	d0c9506b1309ea16a27c03f256681114	35376176
file	common/national_focus/indonesia.txt	427b34d0bd15666c83d51beb0b48adaf	09785286
file	common/national_focus/indonesia_joint.txt	172c28d7d7eee1142977cf20303fc55a	a3b0978f
file	common/national_focus/iraq.txt	f2c33224f6bec73e39ac2764683028cd	9d79cafa
file	common/national_focus/italy.txt	16cbb46bb12dd72abc5e5a1b0396071f	453f95c4
file	common/national_focus/japan.txt	87e65de448adee656c2b29eabb39b5ec	7066d779
file	common/national_focus/latvia.txt	a55996c6fefe2485b04b024dc659ddde	25307824
file	common/national_focus/lithuania.txt	114d0fcc490faf55fff3cde7ba794275	658f0747
file	common/national_focus/manchukuo.txt	a22a20d75acfeee24b74aa3d38a9ea6a	1e9bb474
file	common/national_focus/manchukuo_TSR.txt	6f1083ccc166bd3f506062d488626ead	bb0ebb41
file	common/national_focus/mexico.txt	94cf7f7bdfe687d820cde1c7ce480691	342d5dcd
file	common/national_focus/ncns_ma_clique_joint_branch.txt	e6d8fb8c39c93c2f1ed46bc854f75695	ef707628
file	common/national_focus/netherlands.txt	95d791ed28a5c2e476024b461b2261de	9e020dbe
file	common/national_focus/new_zealand.txt	ce99dceb751e4845fd26a1eff7a7d59b	c6ab5371
file	common/national_focus/nordic_shared.txt	7a2b4f8163491173f9c7f9d5d89a01bf	10d6550d
file	common/national_focus/norway.txt	4850b977aaadd85f5afcc59a81aa0ca0	def0bb91
file	common/national_focus/paraguay.txt	cbe38b1f4bc158612089d543dcf711fc	6561c925
file	common/national_focus/paraguay_uruguay_shared_branch.txt	09ec100d97e4b356ff9afa002a5467f3	880b8962
file	common/national_focus/persia.txt	18f30425ce48c7844083fe9202308817	b79097c3
file	common/national_focus/philippines.txt	49b488126d3c51257c5aab5c478c36e5	734a85d7
file	common/national_focus/poland.txt	034dbc16cf71d063691b9c5d62ac9b91	bca37c33
file	common/national_focus/portugal.txt	15e680384cc5d55275ce46f18a87f0c5	39500c95
file	common/national_focus/romania.txt	76506d75d002d16e747a53180f90366c	34fa13e6
file	common/national_focus/siam.txt	22a6b80cd447da90d70306ebe59535a6	8247b68a
file	common/national_focus/south_africa.txt	33ca779cff34b925fafa34964b949cad	4bb03031
file	common/national_focus/soviet.txt	c8cba48a8254afb2a21b996699625b52	dfad80ee
file	common/national_focus/spain.txt	abacd898324c7761bb94489ca97c31d9	3a284ef5
file	common/national_focus/sweden.txt	4dc51ed28b7c7fb98ecfd10d6e692831	7f319751
file	common/national_focus/switzerland.txt	cd4a30bba6c0a06bc530bf469b595235	a6122659
file	common/national_focus/toa_shared_military_branch.txt	c16f426a25d18291914ea9e993e71253	eda9907d
file	common/national_focus/turkey.txt	b322f59fe9e143564ac2319ddf8a7903	a03e5009
file	common/national_focus/uk.txt	471e6c60f9c76c154d2e11ccda2c503d	ba380ded
file	common/national_focus/uruguay.txt	bcc6a5b76b4bd59b908cdb629c80b37f	d02dc631
file	common/national_focus/usa.txt	aaf2aa0a5cfbafc8d94266c6a1aa090f	894d2269
file	common/national_focus/vichy_france.txt	f52fc0e6c8107faa6cbae25cf306aac5	f8bb00f5
file	common/national_focus/yugoslavia.txt	e8a3e07d47bacab1ff98f57c52d36caa	288405a4
file	common/occupation_laws/occupation_laws.txt	6869e78bbf75b8723ac2ea029e0d0a49	60e9897e
file	common/on_actions/00_on_actions.txt	2c845dccd710eb1f73ca01637089d9c6	be92afa1
file	common/on_actions/00_testing_on_actions.txt	6c066442fd6ae2666a360cf063830993	59b161f0
file	common/on_actions/01_tfv_on_actions.txt	8ac0f8224fe87d2b836d74d5bea47f79	cdbe785d
file	common/on_actions/02_dod_on_actions.txt	9ea88f05cad152924ce9e8a9dda09231	29921132
file	common/on_actions/03_wtt_on_actions.txt	434c5c83c276e089259a0055aef30efd	a803d98e
file	common/on_actions/04_mtg_on_actions.txt	97bea21d0ba6a7ef4ae76546d185cef4	b1f45263
file	common/on_actions/05_lar_on_actions.txt	4d8656803e8973404780e0c38d405262	59a912b8
file	common/on_actions/06_bftb_on_actions.txt	26c4f08cad3365e72d99f1034811f040	d7c9fec9
file	common/on_actions/07_nsb_on_actions.txt	544ae6d27c4fdfd005412a996ae06fb0	0ffa1851
file	common/on_actions/08_bba_on_actions.txt	b2d31e59887721764cf02df9bca42058	76d302da
file	common/on_actions/09_aat_on_actions.txt	0d9841efb0cfb36ec35e750bbbe90753	24fdca3a
file	common/on_actions/10_toa_on_actions.txt	46a0f64dd93ea3fa48a44abd42c92eb4	ca82f77d
file	common/on_actions/12_wuw_on_actions.txt	d9e2f8ecf97e539337fe498e794c147d	b45d34ef
file	common/on_actions/13_goe_on_actions.txt	88af0f0d8f4ad381c12e329d9b455719	44931961
file	common/on_actions/14_sea_on_actions.txt	1ea9cd149102d8fd36201787fc1f7a3c	b28acb19
file	common/on_actions/15_mun_on_actions.txt	2ac860e90301495e64293a78f5eb8d01	3d405328
file	common/on_actions/16_taog_on_actions.txt	d6d16acec81b4b4b01833e532ec27d64	a6cf384d
file	common/operation_phases/00_operation_phases.txt	6f1b4c57d6317554a0ab63d6e8d74c56	19358953
file	common/operation_phases/lar_capture_cyphers.txt	cbffc5fcdf2fea48d07c22bccb28b1c7	93edd09d
file	common/operation_phases/lar_collaboration_government.txt	6bc8b9de41af1217a7b712cdc71a6c4b	15dda3f1
file	common/operation_phases/lar_coordinated_strike.txt	ad8d7d0cbcc5b006974b72c5112ed1eb	a46e431e
file	common/operation_phases/lar_exfiltration.txt	7b36477432f3b0412ac7a4a739466e13	9e22c0df
file	common/operation_phases/lar_fake_intel.txt	7a3b2850ac14e2e8b53410cf71a9182e	f7abc1ca
file	common/operation_phases/lar_fra_phases.txt	e22a80e10e3602cd9b6fdfa7805e6b67	ed3fb453
file	common/operation_phases/lar_free_operative.txt	d88a780872c17a0318c61e90b2938045	79245ad8
file	common/operation_phases/lar_historical_operations.txt	f11ad86fcedf5485823ac344e8d9be39	6bd73c67
file	common/operation_phases/lar_infiltrate_military.txt	daff868fc3473cc5f4b033e1a4186ea5	e2211273
file	common/operation_phases/lar_infiltration.txt	b4579eee133aa3490f7a10fe26fa46be	e90f32e0
file	common/operation_phases/lar_resistance_contacts.txt	3d46580804f7bbcbc4ec459e5a87efd6	6f685974
file	common/operation_phases/lar_resistance_support.txt	51546080f02e2c6e0aa037ac5ceb6495	2b2178d3
file	common/operation_phases/lar_steal_blueprints.txt	9f479326353a5242978a8115f794c22a	8441cf52
file	common/operation_phases/lar_targeted_sabotage.txt	079f2f5a22d55f60e4069668e81810aa	6dab891c
file	common/operation_phases/taog_free_general.txt	803bc806c061d92a5b8e5f67346f59e2	9ea5977b
file	common/operation_tokens/00_OperationTokens.txt	f6de2ab11ecf988516f33bae9d2209b7	90caba3a
file	common/operations/00_operations.txt	c5a0c31abfe53e14f8b035ed40663052	85ca7750
file	common/operations/LaR_FRA_operations.txt	ea49d3c3238bac35b1ebd0dd12c7039a	d82aad6e
file	common/operations/LaR_historical_operations.txt	da6748862ad7a4662fbf3accfb4a451b	b838a739
file	common/operations/NSB_historical_operations.txt	70e063c8c33e126f9f3332dc54380442	6e660a3c
file	common/operations/POL_historical_operations.txt	77395b88cef884a58c6613dc82e8d97f	0ed42fd5
file	common/opinion_modifiers/00_diplomatic.txt	3d8bdee25aadb9a89d8f6c0843d503d1	36a64a4f
file	common/opinion_modifiers/00_opinion_modifiers.txt	cadb46942f3887365732112fd705d3d7	35f6dfdf
file	common/opinion_modifiers/aat_opinion_modifiers.txt	d3501d84b45162b710ded775362bdeb8	418dbee7
file	common/opinion_modifiers/bba_opinion_modifiers.txt	cdfaeda455a89eb1115d24eb91c13e83	f3e0aee2
file	common/opinion_modifiers/bftb_opinion_modifiers.txt	9a55c4d76b40e3bee77d74d0e77b09b4	6551dd93
file	common/opinion_modifiers/goe_opinion_modifiers.txt	3b4aacd3aa6f4c3763168ccd5f8c524c	34b596ba
file	common/opinion_modifiers/mtg_opinion_modifiers.txt	d7aa34bcd5c995b480820c0b07f2c7e5	4cc67239
file	common/opinion_modifiers/mun_opinion_modifiers.txt	6a08baf1f89e5f5a8785ff5bd35cd5ed	40e24757
file	common/opinion_modifiers/nsb_opinion_modifiers.txt	19d535bfcda967e4757dc6f20dc8e09a	81a577c3
file	common/opinion_modifiers/sea_opinion_modifiers.txt	3963e65c1d60beaa269ce7dc7b0805f3	691314df
file	common/opinion_modifiers/taog_opinion_modifiers.txt	04d0bb7b0ac0a52e1ddfae9eb38da0fa	9cd68121
file	common/opinion_modifiers/toa_opinion_modifiers.txt	1252e8cc8943ec14daccd6eb408025f6	d0843337
file	common/opinion_modifiers/wuw_opinion_modifiers.txt	f5e42dcbfc62175691472116a9c7243f	90d4e43c
file	common/peace_conference/ai_peace/00_misc.txt	8ad0e7cb313c5cc0a563531df067b996	8db1aa27
file	common/peace_conference/ai_peace/CHI.txt	b095ad11c80f54f30f3c16a75ed050a4	d61ff715
file	common/peace_conference/ai_peace/CZE.txt	bced9c7eef55ec1565600e362240f35a	eb4a2295
file	common/peace_conference/ai_peace/ENG.txt	fb82ca87b61792341776ffa30fb8100d	06177ffc
file	common/peace_conference/ai_peace/ETH.txt	27a06de16eb45494d91c37f9e2fc6063	78370c57
file	common/peace_conference/ai_peace/GER.txt	ffc5ebe32d40d86589a34c097b49819c	b2b64623
file	common/peace_conference/ai_peace/GRE.txt	c4a3fce78657d30ee07ff44ee5f99eab	2b58a676
